Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation
INN31834,2,0,2,2,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,99.45,1,5/22/2018
INN31835,2,0,2,1,Meal Plan 1,0,Room_Type 1,222,Online,0,0,0,99.6,1,9/3/2018
INN31836,2,0,2,3,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,125.0,1,4/21/2018
INN31837,2,0,2,5,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,82.28,0,10/4/2018
INN31838,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,86.0,0,3/2/2018
INN31839,2,0,2,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,100.1,1,10/28/2018
INN31840,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,80.0,0,11/13/2018
INN31841,2,0,0,1,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,78.3,0,3/5/2018
INN31842,1,0,0,3,Not Selected,0,Room_Type 1,1,Online,0,0,0,95.0,2,11/17/2018
INN31843,1,0,1,2,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,121.5,1,4/29/2018
INN31844,2,1,0,1,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,123.3,2,10/25/2018
INN31845,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,72.8,0,1/14/2018
INN31846,3,0,1,0,Meal Plan 1,0,Room_Type 4,119,Online,0,0,0,162.0,1,9/19/2018
INN31847,2,0,0,3,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,75.48,0,6/21/2018
INN31848,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,119.7,1,6/30/2018
INN31849,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,Offline,0,0,0,96.3,0,6/17/2018
INN31850,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,Offline,0,0,0,95.0,0,4/24/2018
INN31851,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115.0,1,6/24/2018
INN31852,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,117.67,2,9/3/2017
INN31853,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,230.0,1,8/17/2018
INN31854,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,84.3,1,3/17/2018
INN31855,2,0,2,6,Meal Plan 1,0,Room_Type 4,196,Online,0,0,0,121.98,0,9/3/2018
INN31856,2,0,0,3,Not Selected,0,Room_Type 1,73,Online,0,0,0,105.9,0,4/28/2018
INN31857,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,Offline,0,0,0,100.0,0,9/16/2018
INN31858,1,0,2,2,Meal Plan 1,0,Room_Type 1,169,Offline,0,0,0,63.5,0,4/22/2018
INN31859,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,70.0,0,12/27/2018
INN31860,2,0,0,2,Not Selected,0,Room_Type 1,10,Online,0,0,0,83.0,1,11/6/2017
INN31861,1,0,2,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,62.37,1,12/13/2017
INN31862,2,2,1,2,Meal Plan 1,0,Room_Type 6,10,Online,0,0,0,153.0,2,8/21/2017
INN31863,2,0,1,2,Not Selected,0,Room_Type 1,12,Online,0,0,0,122.33,0,4/29/2018
INN31864,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Offline,0,0,0,90.0,0,6/24/2018
INN31865,1,0,2,7,Meal Plan 1,0,Room_Type 1,161,Online,0,0,0,63.42,1,6/28/2018
INN31866,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,0,10/10/2018
INN31867,2,0,2,1,Meal Plan 2,0,Room_Type 1,23,Offline,0,0,0,109.0,1,1/2/2018
INN31868,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,6/15/2018
INN31869,2,0,2,1,Meal Plan 1,0,Room_Type 2,10,Online,0,0,0,83.58,0,1/2/2018
INN31870,1,0,2,5,Meal Plan 1,0,Room_Type 1,163,Online,0,0,0,73.37,1,4/9/2018
INN31871,1,0,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,65.67,0,12/31/2017
INN31872,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76.0,0,2/27/2018
INN31873,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,10/14/2018
INN31874,2,0,1,1,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,140.4,1,5/21/2018
INN31875,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,80.0,0,1/19/2018
INN31876,2,0,2,5,Meal Plan 1,0,Room_Type 1,128,Offline,0,0,0,43.43,1,2/5/2018
INN31877,2,0,1,2,Meal Plan 1,0,Room_Type 1,171,Online,0,0,0,126.9,0,9/16/2018
INN31878,3,0,0,3,Meal Plan 1,1,Room_Type 1,75,Online,0,0,0,128.7,2,4/7/2018
INN31879,2,0,2,1,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,81.25,0,7/30/2018
INN31880,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,136.85,1,5/24/2018
INN31881,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,81.0,0,1/28/2018
INN31882,2,0,2,0,Not Selected,0,Room_Type 1,149,Online,0,0,0,85.5,0,8/28/2018
INN31883,2,0,2,2,Meal Plan 1,0,Room_Type 4,145,Online,0,0,0,116.45,1,7/30/2018
INN31884,2,0,2,0,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,103.05,2,10/11/2017
INN31885,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,92.0,0,2/2/2018
INN31886,2,0,0,2,Meal Plan 1,0,Room_Type 1,126,Offline,0,0,0,89.24,0,9/6/2018
INN31887,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,130.0,0,6/7/2018
INN31888,2,0,1,0,Meal Plan 1,0,Room_Type 4,120,Online,0,0,0,104.4,0,10/31/2018
INN31889,2,0,0,4,Meal Plan 1,0,Room_Type 5,56,Online,0,0,0,123.84,0,10/5/2018
INN31890,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2/28/2018
INN31891,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65.0,1,10/12/2017
INN31892,3,0,1,3,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,135.45,0,8/22/2018
INN31893,2,0,2,4,Meal Plan 1,0,Room_Type 4,156,Online,0,0,0,116.82,1,6/5/2018
INN31894,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,2/28/2018
INN31895,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,152.0,2,11/11/2018
INN31896,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,Offline,0,0,0,117.0,1,9/16/2018
INN31897,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017
INN31898,2,0,2,3,Not Selected,0,Room_Type 1,76,Online,0,0,0,153.72,1,11/6/2018
INN31899,1,0,0,3,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,94.5,1,6/21/2018
INN31900,2,0,1,2,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,81.25,0,7/29/2018
INN31901,1,0,2,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,65.0,1,12/17/2018
INN31902,3,0,0,2,Meal Plan 1,1,Room_Type 4,72,Online,0,0,0,146.7,1,7/27/2018
INN31903,1,0,1,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,85.0,0,2/15/2018
INN31904,1,0,2,3,Meal Plan 1,0,Room_Type 1,186,Online,0,0,0,68.55,0,4/24/2018
INN31905,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,72.0,1,6/17/2018
INN31906,1,0,0,3,Meal Plan 1,0,Room_Type 1,214,Online,0,0,0,90.9,0,8/16/2018
INN31907,2,0,0,2,Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,0,129.73,0,9/29/2018
INN31908,2,0,2,5,Not Selected,0,Room_Type 1,127,Online,0,0,0,81.96,1,6/29/2018
INN31909,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,93.6,2,11/22/2018
INN31910,2,0,0,2,Not Selected,0,Room_Type 1,14,Online,0,0,0,80.0,1,8/18/2017
INN31911,1,0,0,3,Meal Plan 1,0,Room_Type 1,18,Corporate,0,0,0,90.0,0,6/21/2018
INN31912,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,84.0,1,9/8/2017
INN31913,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,85.0,0,10/25/2018
INN31914,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,9/30/2017
INN31915,3,0,1,2,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,159.3,0,5/27/2018
INN31916,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81.0,0,2/19/2018
INN31917,2,0,1,4,Meal Plan 1,1,Room_Type 4,98,Online,0,0,0,141.6,1,5/4/2018
INN31918,2,0,1,3,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,90.0,0,4/28/2018
INN31919,2,0,1,0,Not Selected,0,Room_Type 1,29,Online,0,0,0,109.0,2,5/29/2018
INN31920,2,0,1,3,Meal Plan 1,0,Room_Type 1,119,Offline,0,0,0,71.0,1,4/4/2018
INN31921,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,93.6,1,11/22/2018
INN31922,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,99.45,1,6/26/2018
INN31923,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,88.0,0,4/11/2018
INN31924,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,115.0,1,7/30/2018
INN31925,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,108.9,2,10/1/2018
INN31926,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85.0,0,4/15/2018
INN31927,2,0,0,2,Meal Plan 1,0,Room_Type 4,96,Online,0,0,0,131.4,0,8/26/2018
INN31928,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,79.0,1,11/12/2017
INN31929,2,0,1,0,Meal Plan 1,0,Room_Type 1,20,Corporate,0,0,0,76.0,0,1/10/2018
INN31930,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,168.3,0,9/20/2018
INN31931,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,139.0,0,6/28/2018
INN31932,2,0,1,5,Meal Plan 1,0,Room_Type 4,123,Online,0,0,0,143.1,1,9/20/2018
INN31933,2,0,0,3,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,105.3,1,8/3/2018
INN31934,2,0,2,8,Not Selected,0,Room_Type 1,63,Online,0,0,0,68.85,0,7/8/2017
INN31935,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Complementary,1,0,8,0.0,2,8/17/2018
INN31936,3,0,2,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,130.9,0,5/29/2018
INN31937,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,85.0,0,3/14/2018
INN31938,2,0,1,2,Meal Plan 1,1,Room_Type 1,172,Online,0,0,0,108.3,1,7/22/2018
INN31939,1,2,0,3,Meal Plan 1,0,Room_Type 4,101,Online,0,0,0,142.3,0,7/21/2018
INN31940,2,1,0,1,Meal Plan 1,0,Room_Type 1,110,Online,0,0,0,143.1,3,6/3/2018
INN31941,1,0,2,2,Meal Plan 1,0,Room_Type 4,108,Online,0,0,0,86.4,1,6/26/2018
INN31942,2,2,0,1,Not Selected,0,Room_Type 6,62,Online,0,0,0,139.5,1,10/29/2017
INN31943,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81.0,0,2/19/2018
INN31944,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,117.0,2,9/25/2018
INN31945,2,0,0,3,Not Selected,0,Room_Type 1,28,Online,0,0,0,135.0,2,11/10/2018
INN31946,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,169.0,1,9/15/2018
INN31947,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,81.0,0,2/20/2018
INN31948,3,0,0,3,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,146.7,2,8/11/2018
INN31949,1,0,0,3,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,56.83,1,3/15/2018
INN31950,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,Offline,0,0,0,94.5,0,8/22/2017
INN31951,3,0,2,5,Meal Plan 1,0,Room_Type 4,193,Online,0,0,0,130.05,0,8/7/2018
INN31952,2,0,1,2,Meal Plan 1,0,Room_Type 2,39,Online,0,0,0,127.39,0,5/13/2018
INN31953,2,0,0,3,Meal Plan 1,0,Room_Type 4,185,Online,0,0,0,95.4,0,11/15/2018
INN31954,2,0,1,3,Not Selected,1,Room_Type 1,58,Online,0,0,0,90.68,2,10/31/2018
INN31955,2,0,1,1,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,93.6,3,12/5/2018
INN31956,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,Offline,0,0,0,100.0,0,4/10/2018
INN31957,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,96.0,0,10/21/2018
INN31958,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,62.8,0,4/20/2018
INN31959,2,0,0,2,Meal Plan 1,1,Room_Type 4,18,Online,0,0,0,157.0,2,12/30/2018
INN31960,2,0,1,1,Meal Plan 1,0,Room_Type 2,14,Online,0,0,0,138.05,3,8/13/2018
INN31961,2,0,1,0,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,117.0,0,9/26/2018
INN31962,2,0,2,3,Meal Plan 1,0,Room_Type 1,257,Online,0,0,0,65.29,2,10/4/2017
INN31963,2,0,2,1,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,135.9,2,8/14/2018
INN31964,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,6/17/2018
INN31965,3,0,1,4,Meal Plan 1,0,Room_Type 4,220,Online,0,0,0,104.55,0,12/21/2018
INN31966,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,87.0,1,1/4/2018
INN31967,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Corporate,0,0,0,65.0,0,11/11/2017
INN31968,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,Offline,0,0,0,108.0,0,9/18/2017
INN31969,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,80.0,0,7/1/2017
INN31970,2,0,1,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,124.0,0,3/11/2018
INN31971,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,88.61,1,3/17/2018
INN31972,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,Offline,0,0,0,94.5,0,7/18/2017
INN31973,2,0,2,3,Meal Plan 1,0,Room_Type 4,52,Offline,0,0,0,60.0,0,11/12/2017
INN31974,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,94.35,0,6/12/2018
INN31975,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,96.0,0,5/3/2018
INN31976,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,11/4/2018
INN31977,2,0,0,3,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,114.9,2,12/27/2018
INN31978,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,10/16/2017
INN31979,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,89.0,0,4/13/2018
INN31980,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,72.76,0,9/19/2017
INN31981,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,55.0,0,3/2/2018
INN31982,1,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,129.0,2,6/7/2018
INN31983,2,0,2,4,Not Selected,0,Room_Type 1,262,Online,0,0,0,63.75,0,12/14/2018
INN31984,2,0,0,4,Not Selected,0,Room_Type 1,203,Online,0,0,0,58.14,0,8/3/2018
INN31985,2,0,0,3,Meal Plan 1,0,Room_Type 1,132,Online,0,0,0,96.3,0,6/30/2018
INN31986,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,Online,0,0,0,115.2,0,10/1/2018
INN31987,2,0,2,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,108.11,1,5/14/2018
INN31988,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,135.0,1,12/31/2017
INN31989,2,2,2,5,Meal Plan 1,0,Room_Type 7,110,Online,0,0,0,205.38,2,8/21/2018
INN31990,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,Offline,0,0,0,80.0,0,10/7/2018
INN31991,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65.0,1,8/1/2018
INN31992,1,0,2,2,Not Selected,0,Room_Type 1,104,Online,0,0,0,76.5,0,4/15/2018
INN31993,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,140.4,0,5/10/2018
INN31994,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Offline,0,0,0,65.0,0,4/29/2018
INN31995,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,72.0,0,6/17/2018
INN31996,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,90.0,1,8/24/2017
INN31997,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,126.0,0,10/3/2018
INN31998,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,141.0,0,5/7/2018
INN31999,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017
INN32000,1,0,0,2,Meal Plan 1,1,Room_Type 1,0,Corporate,1,4,44,67.0,0,9/13/2018
INN32001,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,128.85,0,5/16/2018
INN32002,3,0,1,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,126.0,2,12/9/2018
INN32003,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,90.0,0,8/18/2018
INN32004,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,175.0,0,10/21/2018
INN32005,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Complementary,1,0,2,0.0,1,10/13/2017
INN32006,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,1,67.0,0,3/30/2018
INN32007,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,79.0,1,11/26/2017
INN32008,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73.0,0,8/12/2018
INN32009,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,Offline,0,0,0,76.67,0,10/10/2017
INN32010,2,0,0,1,Meal Plan 1,1,Room_Type 1,15,Corporate,0,0,0,81.0,0,2/19/2018
INN32011,3,0,2,3,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,146.7,1,8/11/2018
INN32012,2,0,0,1,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,76.5,2,7/25/2017
INN32013,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,87.0,0,2/27/2018
INN32014,3,0,1,5,Meal Plan 1,0,Room_Type 4,331,Online,0,0,0,110.78,2,12/27/2018
INN32015,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,91.38,2,11/20/2018
INN32016,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Offline,0,0,0,90.0,0,6/24/2018
INN32017,2,0,2,4,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,111.6,1,9/1/2018
INN32018,3,0,1,3,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,150.45,2,5/9/2018
INN32019,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,105.3,0,8/13/2018
INN32020,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,65.0,0,12/9/2018
INN32021,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,66.88,0,5/15/2018
INN32022,2,0,1,0,Not Selected,0,Room_Type 1,46,Online,0,0,0,116.1,0,5/22/2018
INN32023,2,1,1,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,119.5,1,8/20/2017
INN32024,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,12/9/2018
INN32025,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,6/17/2018
INN32026,2,0,2,4,Not Selected,0,Room_Type 1,98,Online,0,0,0,103.5,1,7/6/2018
INN32027,2,0,1,0,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,90.0,1,8/24/2017
INN32028,2,2,0,1,Meal Plan 1,0,Room_Type 6,260,Online,0,0,0,168.3,0,12/31/2018
INN32029,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,100.0,0,3/25/2018
INN32030,2,0,1,3,Meal Plan 2,1,Room_Type 4,52,Online,0,0,0,166.5,2,9/1/2018
INN32031,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,62.8,0,6/4/2018
INN32032,2,0,2,2,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,161.5,1,9/24/2018
INN32033,2,0,2,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,97.63,0,3/20/2018
INN32034,2,0,1,5,Not Selected,0,Room_Type 1,82,Online,0,0,0,72.25,1,3/29/2018
INN32035,2,0,1,3,Meal Plan 1,0,Room_Type 1,141,Offline,0,0,0,80.75,0,10/6/2018
INN32036,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,75.28,0,10/22/2018
INN32037,2,0,2,0,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,132.3,1,10/2/2018
INN32038,2,0,0,1,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,126.9,1,6/2/2018
INN32039,2,0,2,2,Meal Plan 1,0,Room_Type 2,208,Online,0,0,0,88.77,2,10/23/2018
INN32040,2,0,2,2,Meal Plan 1,0,Room_Type 1,173,Online,0,0,0,73.37,1,6/19/2018
INN32041,2,0,2,7,Not Selected,0,Room_Type 1,187,Online,0,0,0,84.72,0,8/26/2018
INN32042,2,0,1,0,Not Selected,0,Room_Type 1,50,Online,0,0,0,76.5,0,2018-2-29
INN32043,2,2,2,3,Meal Plan 1,0,Room_Type 6,43,Online,0,0,0,152.05,0,2/25/2018
INN32044,3,0,2,1,Meal Plan 1,0,Room_Type 4,145,Online,0,0,0,131.7,1,7/3/2018
INN32045,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,151.0,1,7/16/2018
INN32046,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,131.0,1,4/27/2018
INN32047,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,2,65.0,0,12/3/2017
INN32048,2,0,0,3,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,72.25,0,10/8/2017
INN32049,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,145.0,2,9/14/2017
INN32050,3,0,0,3,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,159.3,0,6/8/2018
INN32051,3,0,2,2,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,130.9,2,12/4/2018
INN32052,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,75.0,0,11/7/2018
INN32053,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,5/31/2018
INN32054,2,0,2,2,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,75.0,0,11/11/2018
INN32055,1,1,2,1,Meal Plan 1,0,Room_Type 4,33,Online,0,0,0,91.48,1,4/16/2018
INN32056,2,0,2,3,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,74.54,0,5/14/2018
INN32057,2,1,1,3,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,99.73,2,7/4/2018
INN32058,2,0,0,3,Meal Plan 1,0,Room_Type 1,298,Online,0,0,0,78.3,2,12/27/2018
INN32059,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,105.0,0,8/10/2017
INN32060,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,107.0,1,12/29/2017
INN32061,1,0,1,2,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,210.0,2,11/7/2018
INN32062,2,0,1,3,Not Selected,0,Room_Type 1,81,Online,0,0,0,103.5,1,6/30/2018
INN32063,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Corporate,0,0,0,85.67,0,3/13/2018
INN32064,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,80.3,1,1/22/2018
INN32065,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,80.0,0,11/6/2017
INN32066,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,140.0,1,11/5/2018
INN32067,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,7/1/2017
INN32068,2,2,0,1,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,174.0,0,12/2/2018
INN32069,1,0,2,1,Meal Plan 1,0,Room_Type 1,9,Corporate,1,0,4,65.0,0,11/22/2017
INN32070,1,0,5,15,Not Selected,0,Room_Type 1,90,Online,0,0,0,48.6,0,7/7/2017
INN32071,2,0,0,3,Not Selected,0,Room_Type 1,17,Online,0,0,0,92.67,0,12/8/2018
INN32072,2,0,2,1,Not Selected,0,Room_Type 1,120,Online,0,0,0,79.2,0,12/4/2018
INN32073,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100.0,1,5/2/2018
INN32074,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017
INN32075,2,0,2,2,Meal Plan 1,0,Room_Type 1,109,Offline,0,0,0,72.25,0,8/26/2018
INN32076,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,Offline,0,0,0,37.07,1,11/5/2017
INN32077,3,0,2,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,151.2,1,10/16/2018
INN32078,2,0,2,3,Meal Plan 1,0,Room_Type 1,144,Online,0,0,0,76.48,1,8/4/2018
INN32079,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,99.63,0,9/1/2018
INN32080,2,0,2,2,Not Selected,0,Room_Type 1,134,Online,0,0,0,89.25,1,5/15/2018
INN32081,2,1,0,1,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,152.1,2,7/27/2018
